Country,x1,x2,x3,x4
IMY,4.530057557213344,7.012070617326946,8.90412721816918,-1.3597364804467738
ZAF,-27.660410365379335,-11.58535523968097,0.15349092966801148,19.232123080122566
GHA,-28.29349037828044,-15.163763141266076,19.66829946480003,3.2834389530341115
PAN,-44.81635321667392,1.5818305956565066,-7.618813202789137,-3.1041954931884264
CHN,99.58498982042428,23.307730640603644,13.579719388499424,-24.9216364276972
HKG,20.171678505767762,3.20388424633219,16.270961760569154,4.111026962957302
CYP,-17.041786627950493,-10.134729579036438,-25.57285780040246,-1.0366428524856395
NLD,0.40807171736909914,7.005496106622926,-27.04971063131681,-7.151626128841137
MAR,-23.59796393591378,-26.876996107909164,38.88988064783519,-13.564050466426638
CHL,-9.80697210403866,8.875901141189658,-14.558932264518075,16.453067083481468
MIC,1057.5316523211745,-24.84060198119518,-0.509675186034032,13.132122121012234
BRA,66.44109294712362,0.6770068203892127,-4.383175911615701,8.495387785107695
BIH,-8.250445171844122,-2.453142574662547,-7.90978905362163,11.372135799167273
TZA,-16.69616597705682,-25.98104921096785,27.81973266464247,-31.032120541901524
FCS,-2.7432154459546467,-31.536360812015797,39.2818656397636,-6.687144663397531
MDV,-55.61639408155723,-2.591653897555611,-21.021661700624097,16.755953864563995
MLI,-46.62400553776761,-32.92550396019485,37.64517693841199,18.245632372206625
PER,-0.518345879911249,-16.11907422705182,-19.883535774878037,5.997625114855763
MYS,-12.835097044439031,9.537279079014844,-1.9290077262141014,7.955508342865333
EGY,-26.553793663009028,-15.001588702464247,9.70359170793037,20.226236796311884
SYC,-3.6922840900788696,-1.59199700422578,-23.190857078446673,10.958019720589991
SVK,-16.84345000160162,-5.940644839816558,-20.19935803858919,-10.266702913939897
NGA,-28.43080865434856,-10.726727068202292,7.833385428098885,15.429426097417611
IND,50.86468429544978,-2.9129657962593036,13.865061664137427,4.701877375188089
KAZ,-54.49451891721731,-0.8312110343478811,-12.604844576818238,-14.772380097871988
IDN,20.88487982632179,227.92572057144747,82.76598810989096,26.182933528703792
GRD,-47.76921812090075,2.760388047819986,-15.351663614620565,1.1971539160214921
SLE,-33.99960785972898,-17.147000826444255,-5.037178219479691,9.378536929488337
HUN,8.135813549041139,-9.263121982504314,-24.586121737723253,20.97538506167525
KHM,-50.378805387023824,-21.460738521032624,0.05250654037921168,-17.699834892118215
MUS,-52.306544460524286,-1.2003296435418302,-18.336972918546174,-1.145044224005819
KGZ,-62.68209084711476,-24.56891642188321,-10.689204348394309,-3.902178442098764
CIV,-21.083884463798125,-33.053607366210514,23.17102780927289,-0.19018181957130306
VUT,-46.391723800738895,-1.6059754580337586,-20.444389708369673,-21.616809132798018
TCA,-8.671253444338772,-0.46244780810488495,0.6978679587249594,9.666196261158264
TKM,-66.39945168647533,11.41958837645464,-3.651997497750142,4.014956824209301
VNM,-37.480799580395384,26.490090556573758,17.58335118223049,-19.069326283198485
VEN,-24.564364281173116,-15.506202776998327,-8.878292621772154,11.787136701165453
CAN,1.8649199009964816,9.743260077249476,-41.952156687156,-22.74630496522257
EST,0.028552146367542747,-6.011550111443202,-7.104002721281638,0.31570045102067484
SWZ,-53.68376274500257,-11.813302867935521,9.321094075051892,-5.702184084406091
KEN,-29.399889427760453,-10.373657517784567,-0.8897287104399069,-8.24744358810312
JAM,-37.13539866566199,12.919663459561693,-16.681189599800323,7.19057569959217
DNK,-20.364793715286535,1.5235972339018793,-31.115615439465643,-29.102691939760156
LUX,5.936635831677379,-2.1354149379320253,0.5867239974994941,23.999965101816066
MDG,-24.196635271870395,-23.711335938722705,1.5738460450949658,-46.843565918141266
PSS,0.9296088304977845,1.7677038580180648,-2.2914031203295306,-0.6983520391328065
ABW,-4.4778982237821,7.198657677540679,13.860566773359187,14.470946577926783
USA,-4.999622384046949,86.73001422977718,-6.20921007901192,-6.6503395023381895
AFG,5.031315573513475,-16.817861359278645,88.92404008609383,19.41313176005884
ROM,-45.7203306208885,-6.364654046684645,-10.03502555945168,-3.605833969028173
EUU,14.687645690775808,60.548949170857455,-12.135327106516147,-4.814898303871359
TON,-42.2907916681927,-0.6788804959509782,-22.141856022102576,5.972892394479387
LAO,-50.463094525986634,-17.876111899350672,50.95261007710801,-18.104515584976927
BOL,-37.00371935520871,-19.82637604926998,-1.0858056759727617,0.03911704760904879
HIC,-2.2471672302151124,169.29548681570034,3.6469518623816133,-8.622349892588089
SLV,-44.22757634930979,-10.16104971086287,5.034704925347243,4.825688788290293
NAM,-12.867982407305579,-19.673831452987752,-4.932908912302255,5.646372399119805
UKR,-56.34208878959354,-16.963526592464913,-16.30550957455848,-0.9589698404186424
SMR,31.772043772065118,4.7607142223447685,6.261197257795735,-14.198077763038084
BLZ,-54.925018774532106,-8.146592413195933,2.4884988727069044,18.021042641873265
BHR,31.90635023461895,10.56601609493946,-22.620474832878422,22.907576762928397
MOZ,-20.748864891289458,-42.32373667437912,63.66349666126373,-29.140021943882015
SSD,14.049578068766413,-5.951947142382321,-6.443666095000032,15.185568250537733
ISL,0.7668947727679046,-11.311444095139354,-26.406028163146562,-26.89001627452274
VIR,-4.1682164423351695,-6.209884622460939,-15.746533400500754,-18.012211445253374
SEN,-47.455431744146225,-30.324853232981965,16.83643111145348,-15.58094796467077
BMU,-6.754390652077085,-3.943833194279485,-7.17093820633767,13.560596276007132
BLR,-56.76635168630028,-13.50244223272474,-11.693242398485495,-23.578364001504838
SRB,-61.75164719280649,-7.465488067768673,3.9370877094090555,9.528698874714367
ADO,3.1618454921905705,-18.66792702993761,-2.3628016690520157,1.199618099350144
SXM,9.353041223967747,6.403463767386897,-2.3235064503572427,4.84969867546439
LCN,-5.882619973716395,7.531521613423698,-30.541005112538524,-6.042166574303772
BGD,-28.195506372471574,-11.417334638628331,-5.217308935361447,-16.005136670507444
LIE,-6.014884518903651,2.2276522668367056,-5.969855918313624,5.20650953980595
LBY,5.9525797578006605,-8.205497557517877,4.342547523485242,12.467348295020061
ESP,3.5205906099226536,-2.323103151854077,-36.08863914146271,3.606689321626715
PAK,-13.820335586400534,-18.019311845154412,7.152949143637685,44.938246498659844
ETH,-32.21135161829557,-9.778475007843554,25.182757531880288,-20.06445212523655
OED,-6.595115382172933,155.43301181600822,9.515537463459324,-5.026006831403298
GNB,-35.704138791986274,-23.620631850774263,14.749838953315688,3.821478366575158
CYM,-0.5267301249563788,-6.930835484287161,-15.704287695540248,-11.231599807619007
BWA,-55.5037143446109,-3.9356956509510814,-9.437936537722397,-12.73687983954457
FJI,-51.88816390336533,-8.78015900967455,3.6777974679951084,5.195426127902053
DEU,-5.862087314107432,20.949556753444014,-19.023104663600623,5.425450033474267
JPN,17.45102452369476,187.23053318085502,44.57042244518926,15.100589166044548
AZE,-63.200643620753155,-6.9829353585213525,-6.7024158957659115,-4.0194185605628086
CZE,-0.5571884404725072,-2.4771759071048316,-20.048994692759642,18.77481847916336
LAC,250.76995165928741,-11.86273079363858,-23.091308409810814,10.491716034723737
HRV,-9.27706614070738,-5.036749936664659,-7.267318674727548,11.278988885241965
ALB,-51.314871952826145,-0.8720550544231942,-6.995125875907275,6.488958101573283
ZWE,-26.758707261460554,-4.1405319040542485,-4.1999401636014735,-0.05353994112009932
URY,-5.823867553177236,-13.134192453270169,-33.65635636792436,-0.10331039194437132
MAF,36.01674982828835,1.7192899705787879,-4.577461800919894,-7.417158239784226
BGR,-46.60480558872567,-14.621826605424141,-27.11992962101816,-13.16265382769531
ECA,71.63759836897984,-2.6544396465514795,-5.395381264904677,9.742881396528466
LBN,-45.87525462195716,-0.5332191693450655,7.903853911406891,14.141560417990446
GBR,11.159186281676021,7.708586119314545,-28.111262449730372,-20.943382671514797
LIC,92.8297632509535,-43.162274946135874,55.50384637886963,-5.989186354175409
UMC,633.8341849258749,-16.575041346353654,-4.303594404637496,-3.732659099775521
ARE,2.110483306497566,8.464546154871941,-27.8797591149628,12.254637896333612
SSF,29.68179238699848,-15.83768243636975,22.87740351103499,-23.765651722869766
VCT,-48.70406733093508,-19.54016886130521,-14.094325521759428,-12.472018320179519
NER,-36.68464774320544,-27.887852803588867,47.38238246677717,9.78777406522646
NOR,4.307956587928123,12.041204213546193,-32.06846049301463,-8.073166645318734
BRB,9.881453537685832,-8.826247397993926,-9.151083650511763,-33.49625829562338
EMU,-12.22760193170608,54.83658342629867,-20.049529332733005,4.34761789805709
MRT,-32.386963516583464,-28.860640293762003,58.14798156325041,4.640279021190489
LVA,21.778234001370976,-2.4668996772875236,-14.994732509611149,-4.199369862904208
MAC,2.521848083424752,-3.7085576033355783,-16.435463156950426,12.543619636525538
SWE,-21.94600632782586,-0.44391157785153534,-47.723934138091096,-10.517358923476607
GEO,-67.59898264044605,-8.449451204765056,6.753118173203834,-6.10948337950676
TUR,12.857046876013145,-10.453680974155384,6.32640755490952,13.454253776876216
JOR,-31.569537989767344,-1.4945780971322298,-9.07561367992253,18.515305323223227
LTU,-21.66787419994219,10.604255210054998,5.594304441207818,-3.9364722500619624
BRN,-2.7348461150675196,-2.1156157838710254,-15.416524711595976,9.12194914172583
CAF,-39.84760463555235,-15.353633574636616,-17.64116971502929,-17.70165820737544
NOC,-14.693684980969323,27.727815675938707,-18.619504671958765,-1.4817767556392545
OMN,-15.430232552396127,-10.567648312470457,34.32777146878951,16.804275232439764
DJI,-50.765079963523355,-35.912552664370104,41.64954798924882,10.972232186229034
SOM,-66.49862009933678,18.12923011616135,-7.460160441032288,15.792167966487856
SST,4.077064371923217,-4.782312543763767,11.537738100667546,-0.4813149228773058
SAU,-8.282608448255587,7.817973139039297,0.662595272171297,26.03540202455086
ITA,-2.2610082096995314,0.08085252712263045,-11.84353430111377,11.789112290036368
ZMB,-22.474550796282973,-9.027163568118594,7.660081251580615,-23.27475590208462
ARM,-65.7333053901374,-23.139620071665238,-20.128244531487418,-3.303011878441248
MWI,-31.081702333073586,-23.265381617396255,22.70508189669839,-4.421822501076829
BHS,-40.36328936227277,-10.361821218767735,-0.713037397981306,-22.066701993868715
CEB,-14.536856245759125,-5.092763079430421,-21.099986285389114,1.2272692026776286
LMY,1211.7982539554052,-24.408620840210332,0.013881526845342447,-8.865356239057466
GAB,-46.85856387184725,-0.6471756036339495,-22.40361081662084,-0.18767116589839505
DMA,-42.65738745449902,-3.3558541205682166,-22.091887040496985,-8.829922438767227
FSM,1.1041476578701492,3.090812337981042,-3.4344818798171666,10.635981081990874
HPC,17.84752889344766,-28.391264583797284,53.02847441757273,-7.529279660726794
GTM,-53.249293944623574,-18.82172152479055,1.2340058079144425,-11.26799196722128
LCA,-52.65869852644992,3.7374489851229638,-41.76488643723991,-13.424105943070096
MKD,-51.91552129100949,-7.49956352586046,-8.322865100420396,4.879646193152171
SUR,-4.083046017883252,-15.537035408737099,-5.784204468435924,18.865922341640744
RWA,-37.34911276749381,-26.558905676818583,6.614161575479222,-23.543985545422068
AUS,2.866628473610992,7.230167429004466,-37.2552701905536,-16.873009945137166
GIN,-46.73598804877022,-27.741845957740548,64.36096042733512,-3.487463824919564
ECU,-43.52981936572692,-16.32604251676882,-6.4504687122809115,-3.9678893705898535
IRL,25.103689843726475,-3.895314996576764,-29.997548684263432,9.400370160497635
ZAR,-62.72116464114071,-44.7465956644241,50.84438061604734,-5.296508697301255
HTI,-72.67373964000599,-7.651891489831789,-11.55669113457599,3.514893449065919
AUT,-12.315859511361557,-10.593864730951514,-7.10037488928749,-7.906155736847152
MCO,16.45183321013035,-2.737280706296974,-4.790671068720977,-11.46860088981867
OEC,17.248450697695038,154.51335485068037,-4.405288976281391,-7.430542758103494
MEX,36.91147731922702,-7.728608332948638,-16.16136624918614,6.624050241653223
LKA,-35.093274882148116,-4.594028600139327,3.742021803988837,5.5971631591984545
MLT,-0.09297055613772366,1.2666581065215412,-9.689572406417879,19.683357342979065
SAS,112.97383065962495,-21.603628507397293,19.302512069411677,3.9150780063576067
POL,-6.5070282771402335,-10.0225369490813,-24.856554273501015,-0.4442327975376193
GMB,-47.601600322657404,-32.482648770922786,38.22455865621104,-3.415205493262284
PYF,4.198336514657905,-19.191167554130683,-13.166922618290428,16.20701661422542
CSS,1.2614022702394327,-1.0941805369505828,-28.57591841080615,-7.043280574545561
IRN,-25.093240913233316,95.74438599509416,25.188098072387533,32.960504921240656
THA,-4.842364368981502,5.209179333240047,1.9271135023016308,-16.959673753433268
IRQ,-2.0428078879278915,-9.812900694479044,13.915134415307852,8.26037597648568
SGP,-36.52183115384525,23.99984681873011,4.8218862410307874,-7.177724970133799
TTO,7.868164163008591,-19.625874090773383,-5.803179694389927,-0.19275544401978617
CHI,11.41075210229274,10.581539023347514,8.532149453950202,-0.4862202350195329
GUY,-21.952633505530567,15.324663360985452,-10.35663624435836,3.3687782206734043
KNA,9.838355311969988,1.3099957668254665,-7.452120039714863,6.926250802972031
HND,-19.95405423964052,-8.666355953530857,-5.36587916342176,14.427924020107653
NCL,11.918475948208517,-19.08382465711156,9.355668465304504,14.86805444084231
PLW,-25.590830999107162,-11.8639586699498,6.847435663075065,0.06595673831664695
ASM,5.188219777548267,8.22419846633815,-0.31199232114982794,23.544419116093042
KIR,-16.315298741046302,-7.468800572890467,-27.38096232449111,3.185098259722643
DOM,-52.05667257365457,-9.240105560367095,-17.327091107832548,-15.842402524884099
